id,name,speciality,address,city,state,zip,lat,lng
2687,MESA VIEW REGIONAL HOSPITAL,J,16133 Hillsborough Boulevard,Port Charlotte,FL,33954,27.0328058,-82.1845786
2688,DELTA MEDICAL CENTER,Y,9300 C Street,Oakland,CA,94603,37.745714,-122.176955
2689,MASSAC MEMORIAL HOSPITAL,Z,718 Dutchmans Court,Nashville,TN,37076,36.2048851,-86.5994752
2690,DOCTORS HOSPITAL LLC,Q,400 US Highway 98,Mexico Beach,FL,32456,29.93284599999999,-85.3967289
2691,UNION COUNTY HOSPITAL,U,4032 Windwood Lane,Nashville,TN,37214,36.130924,-86.6350269
2692,TRMC OF ORANGEBURG & CALHOUN,X,16412 Eastwood Cut Off Road,Louisville,KY,40245,38.2344531,-85.4476466
2693,THOMAS MEMORIAL HOSPITAL,H,142 Ash Drive,Montgomery,AL,36117,32.3629729,-86.0507669
2694,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),Y,1504 East 55th Street,Savannah,GA,31404,32.0372442,-81.0812656
2695,COMANCHE COUNTY MEDICAL CENTER,V,829 Main Street,Manchester,CT,06040,41.7706776,-72.5209167
2696,PERKINS COUNTY HEALTH SERVICES,Z,2306 Edinburgh Drive,Montgomery,AL,36116,32.331505,-86.205168
2697,CORONA REGIONAL MEDICAL CENTER,B,1809 U.S. 80,Savannah,GA,31408,32.0847824,-81.16739679999999
2698,GREENVILLE MEMORIAL HOSPITAL,V,5430 Brookdale Avenue,Oakland,CA,94619,37.774636,-122.195447
2699,CHILDREN'S HOSPITAL -SCOTT & WHITE HEALTHCARE,C,308 Woodleaf Court,Glen Burnie,MD,21061,39.1425931,-76.6238441
2700,BLUFFTON HOSPITAL,R,5311 Chenoweth Park Lane,Louisville,KY,40291,38.168051,-85.571491
2701,NOBLE HOSPITAL,Z,66 Ocala Drive,Nashville,TN,37013,36.052152,-86.688237
2702,DOWN EAST COMMUNITY HOSPITAL,J,1333 Kenyon Street Northwest,Washington,DC,20010,38.930001,-77.0309709
2703,CHESTERFIELD GENERAL HOSPITAL,N,814 South Pickard Avenue,Norman,OK,73069,35.206961,-97.45494099999999
2704,YUMA DISTRICT HOSPITAL - CAH,X,3610 Story Road,San Jose,CA,95127,37.36691,-121.804753
2705,CANCER CARE PARTNERS LLC,S,2927 Martin Luther King Junior Avenue Southeast,Washington,DC,20020,38.845443,-76.9975165
2706,MASONIC HOME AND HOSPITAL,D,4432 Cobalt Drive,Harwood,MD,20776,38.86487899999999,-76.632184
2707,TAHOE FOREST HOSPITAL,Q,9605 West 62nd Place,Arvada,CO,80004,39.810923,-105.10516
2708,SOUTHWEST ALABAMA MEDICAL CENTER,I,18318 Pioneer Drive,Anchorage,AK,99577,61.364421,-149.540056
2709,"WHEATON FRANCISCAN HEALTHCARE- FRANKLIN, INC",B,10996 Largo Drive,Savannah,GA,31419,31.99178,-81.14366799999999
2710,PATIENTS CHOICE MEDICAL CENTER,Q,940 Ironwood Drive,Montgomery,AL,36117,32.405795,-86.19257999999999
2711,ST LUKES WOOD RIVER MEDICAL CENTER,P,4770 Balboa Way,Fremont,CA,94536,37.551937,-122.021022
2712,DAUTERIVE HOSPITAL,I,1313 Southwest 115th Place,Oklahoma City,OK,73170,35.353499,-97.540024
2713,MARGARET MARY COMMUNITY HOSPITAL INC,I,6622 West Mescal Street,Glendale,AZ,85304,33.5863981,-112.2009439
2714,CEDAR PARK REGIONAL MEDICAL CENTER,N,62 High Street,Manchester,CT,06040,41.76887199999999,-72.532166
2715,PLATTE VALLEY MEDICAL CENTER,H,9399 Yucca Way,Arvada,CO,80007,39.8666498,-105.2064653
2716,KAISER FOUNDATION HOSPITAL - SAN DIEGO,K,4329 Howe Street,Oakland,CA,94611,37.83019,-122.249552
2717,GORDON HOSPITAL,A,3138 P Street Northwest,Washington,DC,20007,38.9091118,-77.0629963
2718,NORTHWESTERN MEMORIAL HOSPITAL,X,880 H Street,Anchorage,AK,99501,61.2138319,-149.8975861
2719,MCLAREN BAY REGION,Q,162 Wells Street,Manchester,CT,06040,41.7659844,-72.5128548
2720,PARRISH MEDICAL CENTER,B,12610 Webber Road,Fountain,FL,32438,30.4711,-85.41234899999999
2721,STRINGFELLOW MEMORIAL HOSPITAL,R,1400 Doris Drive,Louisville,KY,40118,38.1089043,-85.7403406
2722,STEPHENS MEMORIAL HOSPITAL,U,6718 Keithley Road,Panama City,FL,32404,30.2843982,-85.5390632
2723,UNION HOSPITAL CLINTON,I,4132 Carmichael Road,Montgomery,AL,36106,32.3560672,-86.2372711
2724,ROSEBUD HEALTH CARE CENTER,V,1157 1st Street Northwest,Washington,DC,20001,38.90538280000001,-77.0121662
2725,CHOCTAW MEMORIAL HOSPITAL,A,2641 Heather Lane,Redding,CA,96002,40.5690835,-122.3433244
2726,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,H,1102 Spy Glass Drive,Arnold,MD,21012,39.054956,-76.488569
2727,KISHWAUKEE COMMUNITY HOSPITAL,B,12546 West Montebello Avenue,Litchfield Park,AZ,85340,33.520215,-112.330507
2728,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,N,137 Gazebo East Drive,Montgomery,AL,36117,32.3793507,-86.20407399999999
2729,OLYMPIA MEDICAL CENTER,X,7 Rose Dhu Lane,Savannah,GA,31419,31.940738,-81.149682
2730,HARLINGEN MEDICAL CENTER,P,23 Sable Run Lane,Methuen,MA,01844,42.759847,-71.157721
2731,SACRED HEART HOSPITAL,U,11160 Vosikof Place,Anchorage,AK,99507,61.11972100000001,-149.726504
2732,HEALTHEAST ST JOHN'S HOSPITAL,E,3516 North Virginia Avenue,Oklahoma City,OK,73118,35.506105,-97.54442800000001
2733,COMMUNITY HOSPITAL,D,405 Flint Ridge Court,Norman,OK,73072,35.222486,-97.507916
2734,VIA CHRISTI HOSPITAL PITTSBURG INC,Z,7071 Senators Drive,Montgomery,AL,36117,32.370404,-86.1768135
2735,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,N,9740 Rhythm Road,Midwest City,OK,73130,35.44392,-97.358334
2736,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,O,2 Misty Marsh Drive,Savannah,GA,31419,32.045633,-81.248581
2737,MEDICAL CITY DALLAS HOSPITAL,H,89 Barrensdale Drive,Severna Park,MD,21146,39.055699,-76.53443899999999
2738,MERCY FRANCISCAN HOSPITAL - MT AIRY,I,3164 West Woodfield Way,Fayetteville,AR,72704,36.084691,-94.20445
2739,MOUNT DESERT ISLAND HOSPITAL,G,1606 Aaron Street,Montgomery,AL,36104,32.357927,-86.31563190000001
2740,NEWMAN REGIONAL HEALTH,W,73 Twin Hills Drive,Longmeadow,MA,01106,42.0420378,-72.5428872
2741,LODI COMMUNITY HOSPITAL,N,228 East Huntingdon Street,Savannah,GA,31401,32.068676,-81.092193
2742,POMONA VALLEY HOSPITAL MEDICAL CENTER,N,53 Great Woods Road,Saugus,MA,01906,42.4876509,-71.0107549
2743,BARSTOW COMMUNITY HOSPITAL,D,7717 Everett Street,Arvada,CO,80005,39.836741,-105.0971859
2744,CONWAY REGIONAL MEDICAL CENTER,Q,128 East Oak Street,Louisville,KY,40203,38.2342125,-85.7539867
2745,DREW MEMORIAL HOSPITAL,X,1613 Ensenada Way,Aurora,CO,80011,39.7422815,-104.762286
2746,TITUS REGIONAL MEDICAL CENTER,E,615 Long Hunter Court,Nashville,TN,37217,36.09441,-86.63873799999999
2747,SHORE MEDICAL CENTER,L,7703 Laird Street,Panama City,FL,32408,30.177643,-85.768343
2748,NORMAN REGIONAL HEALTH SYSTEM,F,733 East DeRenne Avenue,Savannah,GA,31405,32.024217,-81.095602
2749,ESSENTIA HEALTH ST MARYS,R,6013 Cherry Hill Road,Montgomery,AL,36116,32.3074583,-86.22554389999999
2750,VENTURA COUNTY MEDICAL CENTER,A,16572 East Wyman Road,Fayetteville,AR,72701,36.0823356,-94.0664663
2751,EXCELA HEALTH LATROBE HOSPITAL,B,3449 Rockway Avenue,Annapolis,MD,21403,38.920402,-76.46557899999999
2752,KAHUKU MEDICAL CENTER,F,105 Ridgecrest Court,Panama City,FL,32405,30.198864,-85.66109
2753,CHOCTAW NATION HEALTHCARE,K,313 Monroe Street,Montgomery,AL,36104,32.379042,-86.30467
2754,NATCHEZ COMMUNITY HOSPITAL/SWING BED,U,91 85th Avenue,Fayetteville,AR,72704,36.064165,-94.285358
2755,BAPTIST MEDICAL CENTER  BEACHES,Y,12546 West Montebello Avenue,Litchfield Park,AZ,85340,33.520215,-112.330507
2756,KETTERING MEDICAL CENTER - SYCAMORE,A,14854 Bay View Circle,Panama City Beach,FL,32413,30.2931681,-85.8580899
2757,JONES MEMORIAL HOSPITAL,E,435 Granite Street,Quincy,MA,02169,42.2404974,-71.01624509999999
2758,GOOD SAMARITAN HOSPITAL,K,18789 Crane Avenue,Castro Valley,CA,94546,37.70902600000001,-122.059504
2759,GOVE COUNTY MEDICAL CENTER,V,7100 Old Seward Highway,Anchorage,AK,99518,61.156074,-149.8653185
2760,CAPITAL REGION MEDICAL CENTER,Y,2236 Susitna Drive,Anchorage,AK,99517,61.199596,-149.949076
2761,ST ELIZABETH BOARDMAN HEALTH CENTER,J,8642 Yule Street,Arvada,CO,80007,39.8532241,-105.2021539
2762,COLUSA REGIONAL MEDICAL CENTER,N,1320 Huffman Park Drive,Anchorage,AK,99515,61.10976600000001,-149.858039
2763,DAYTON GENERAL HOSPITAL,Y,72 Salmon Road,Alameda,CA,94502,37.739659,-122.255689
2764,BAYLOR MEDICAL CENTER AT GARLAND,O,179 Blue Ridge Drive,Manchester,CT,06040,41.759683,-72.468344
2765,BELMOND MEDICAL CENTER,N,401 East Northern Lights Boulevard,Anchorage,AK,99503,61.19566319999999,-149.8762046
2766,KAISER FOUNDATION HOSPITAL - SAN DIEGO,N,6000 Parker Drive,Deale,MD,20751,38.780208,-76.539991
2767,BAYLOR MEDICAL CENTER AT CARROLLTON,Z,600 West 19th Avenue,Anchorage,AK,99503,61.203115,-149.894107
2768,MONMOUTH MEDICAL CENTER,L,1515 Chandlee Avenue,Panama City,FL,32405,30.176365,-85.666253
2769,UNIONTOWN HOSPITAL,V,1010 10th Street Northeast,Washington,DC,20002,38.902992,-76.992882
2770,FORT LOUDOUN MEDICAL CENTER,M,2 Misty Marsh Drive,Savannah,GA,31419,32.045633,-81.248581
2771,NORTHBAY MEDICAL CENTER,L,3808 Richland Avenue,Nashville,TN,37205,36.13389,-86.83228199999999
2772,ESTES PARK MEDICAL CENTER,S,7308 Northwest 119th Street,Oklahoma City,OK,73162,35.592396,-97.643619
2773,FIRSTLIGHT HEALTH SYSTEM,M,1422 North Dawn Drive,Fayetteville,AR,72703,36.08123,-94.167422
2774,LAKESIDE MEMORIAL HOSPITAL,U,5575 South Dakota Avenue Northeast,Washington,DC,20011,38.9565087,-77.0017809
2775,PALM DRIVE HOSPITAL,M,111 Rosemary Street,Brockton,MA,02302,42.1005558,-70.9965311
2776,MERCY HOSPITAL,D,400 D Street,Anchorage,AK,99501,61.2182493,-149.8894168
2777,PROSSER MEMORIAL HOSPITAL,Q,10700 South Pennsylvania Avenue,Oklahoma City,OK,73170,35.3612038,-97.5465148
2778,SOMERSET HOSPITAL,X,203 East Gwinnett Street,Savannah,GA,31401,32.06637,-81.093895
2779,EVERGREEN HOSPITAL MEDICAL CENTER,K,12 17th Place,Tybee Island,GA,31328,31.990015,-80.8495239
2780,OZARKS COMMUNITY HOSPITAL,C,1275 South Holland Drive,Fayetteville,AR,72704,36.051782,-94.226855
2781,ADVOCATE EUREKA  HOSPITAL,Q,3311 Wiley Post Loop,Anchorage,AK,99517,61.18686499999999,-149.946288
2782,METHODIST MEDICAL CENTER OF ILLINOIS,T,402 Carlton Place,Goodlettsville,TN,37072,36.337076,-86.726753
2783,MEMORIAL HEALTH CTR,W,1456 East 39th Street,Savannah,GA,31404,32.049126,-81.076138
2784,FOREST HILLS HOSPITAL,D,11140 West 60th Avenue,Arvada,CO,80004,39.805639,-105.122694
2785,MT GRAHAM REGIONAL MEDICAL CENTER,Z,38252 Farwell Drive,Fremont,CA,94536,37.5376257,-122.0104815
2786,MEMORIAL HOSPITAL OF GARDENA,F,149 Lenox Street,Manchester,CT,06040,41.782849,-72.511481
2787,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,F,159 Downey Drive,Manchester,CT,06040,41.7800126,-72.5754309
2788,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,D,908 Lodge Hill Road,Louisville,KY,40223,38.259123,-85.55744899999999
2789,BOSCOBEL AREA HEALTH CARE,Z,880 H Street,Anchorage,AK,99501,61.2138319,-149.8975861
2790,MEMORIAL HOSPITAL OF ADEL INC,G,1054 Overton Lea Road,Nashville,TN,37220,36.077622,-86.79813
2791,HASKELL COUNTY COMMUNITY HOSPITAL,U,4511 Sloat Road,Fremont,CA,94538,37.5420236,-121.9926731
2792,ATLANTA MEMORIAL HOSPITAL,F,9306 Taylorsville Road,Louisville,KY,40299,38.2093963,-85.5856142
2793,CLOUD COUNTY HEALTH CENTER,W,72 Bentley Avenue,Poultney,VT,05764,43.5158214,-73.2343441
2794,LEONARD J CHABERT MEDICAL CENTER,V,190 Countryside Drive,Farmington,AR,72730,36.03632899999999,-94.2494229
2795,HOWARD REGIONAL HEALTH SYSTEM,S,1 Tanaquay Court,Savannah,GA,31411,31.9358125,-81.0561826
2796,ST CLAIR MEMORIAL HOSPITAL,W,3301 Old Muldoon Road,Anchorage,AK,99504,61.1908348,-149.7340096
2797,NOCONA GENERAL HOSPITAL,I,5309 Darling Hill Road,Burke,VT,05871,44.6140511,-71.9429246
2798,BOISE VA MEDICAL CENTER,H,6902 West Sherri Jean Lane,Peoria,AZ,85382,33.63079,-112.207084
2799,ROBERT PACKER HOSPITAL,C,3033 Aubert Avenue,Louisville,KY,40206,38.250779,-85.679931
2800,VA NEW MEXICO HEALTHCARE SYSTEM,S,1601 Northwest 22nd Street,Oklahoma City,OK,73106,35.492547,-97.53696099999999
2801,MID-COLUMBIA MEDICAL CENTER,Y,6444 North 67th Avenue,Glendale,AZ,85301,33.5302444,-112.2049579
2802,SANFORD SHELDON MEDICAL CENTER,L,31 Ashworth Street,Manchester,CT,06040,41.771831,-72.506789
2803,MERCY MEDICAL CENTER MT SHASTA,X,616 Bush Hill Road,Manchester,CT,06040,41.740675,-72.542441
2804,ADVENTIST GLENOAKS,L,1800 East 63rd Street,Savannah,GA,31404,32.031138,-81.08280099999999
2805,MEMORIAL HOSPITAL AT EASTON,R,1358 Scenic Avenue,Berkeley,CA,94708,37.8830528,-122.2632462
2806,GETTYSBURG HOSPITAL,Q,1376 Oakland Avenue,Fayetteville,AR,72703,36.080981,-94.172549
2807,WINTER HAVEN HOSPITAL,Q,33 Pond Avenue,Brookline,MA,02445,42.33094200000001,-71.1145331
2808,AURORA ST LUKES MEDICAL CENTER,B,38676 Greenwich Circle,Fremont,CA,94536,37.562256,-121.976451
2809,PEMBINA COUNTY MEMORIAL HOSPITAL,B,52 Park Street,Manchester,CT,06040,41.770035,-72.523426
2810,LAFAYETTE HOSPITAL,X,23622 Greatland Drive,Anchorage,AK,99567,61.40319400000001,-149.442313
2811,NACOGDOCHES MEDICAL CENTER,Q,7772 West Palmaire Avenue,Glendale,AZ,85303,33.540431,-112.227013
2812,FARGO VA MEDICAL CENTER,B,720 Southwest 2nd Street,Moore,OK,73160,35.3362859,-97.4996421
2813,MURRAY-CALLOWAY COUNTY HOSPITAL,I,8347 Ames Way,Arvada,CO,80003,39.848264,-105.055291
2814,LITTLE COLORADO MEDICAL CENTER,U,525 Middle Turnpike West,Manchester,CT,06040,41.7813693,-72.549026
2815,FOREST PARK MEDICAL CENTER,E,8415 Running Spring Drive,Louisville,KY,40241,38.312472,-85.5930939
2816,HOSP COMUNITARIO BUEN SAMARITANO,B,1515 Excelsior Avenue,Oakland,CA,94602,37.8019867,-122.2252044
2817,JASPER COUNTY HOSPITAL,M,5114 Greentree Drive,Nashville,TN,37211,36.0618539,-86.738508
2818,"MERCY HEALTH CENTER, INC",U,3114 US Highway 98,Mexico Beach,FL,32456,29.9491841,-85.41904129999999
2819,MORGAN MEMORIAL HOSPITAL,S,5128 West Carol Avenue,Glendale,AZ,85302,33.571654,-112.17049
2820,ST JOHN MEDICAL CENTER,Q,7416 West Maryland Avenue,Glendale,AZ,85303,33.5309979,-112.218947
2821,WARM SPRINGS MEDICAL CENTER,E,1515 Northwest 19th Street,Oklahoma City,OK,73106,35.48943,-97.5360199
2822,NORTH CYPRESS MEDICAL CENTER,V,3138 Banneker Drive Northeast,Washington,DC,20018,38.92471099999999,-76.96210769999999
2823,LEONARD J CHABERT MEDICAL CENTER,T,1644 Queenstown Road,Nichols Hills,OK,73116,35.542511,-97.547282
2824,FAULKNER HOSPITAL,X,3 Southerberry Drive,,VT,05468,44.62322460000001,-73.1326629
2825,SEQUOIA HOSPITAL,B,5110 East Shoshone Avenue,Orange,CA,92867,33.814782,-117.798075
2826,DOWNEY REGIONAL MEDICAL CENTER,X,2732 West 67th Avenue,Anchorage,AK,99502,61.1599,-149.93596
2827,NORMAN REGIONAL HEALTH SYSTEM,H,8010 Holland Court,Arvada,CO,80005,39.84229029999999,-105.1030368
2828,GRACE COTTAGE HOSPITAL,H,2 Sotelo Avenue,Piedmont,CA,94611,37.820272,-122.2195409
2829,COMMUNITY HOSPITAL NORTH,J,5396 North Reese Avenue,Fresno,CA,93722,36.815278,-119.864119
2830,CLIFTON FINE HOSPITAL,D,243 McKee Street,Manchester,CT,06040,41.765493,-72.54163
2831,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,P,406 Stilz Avenue,Louisville,KY,40206,38.249288,-85.681572
2832,PRINCETON COMMUNITY HOSPITAL,F,3228 Chettenham Drive,Rancho Cordova,CA,95670,38.577813,-121.301333
2833,ST MARKS HOSPITAL,Y,200 Hialeah Drive,Glen Burnie,MD,21060,39.200188,-76.609284
2834,MARY BLACK MEMORIAL HOSPITAL,X,5306 Ritchie Highway,Baltimore,MD,21225,39.221978,-76.614183
2835,WESTSIDE REGIONAL MEDICAL CENTER,I,6040 West Kings Avenue,Glendale,AZ,85306,33.635755,-112.190115
2836,MCKEE MEDICAL CENTER,M,18117 Muldrow Street,Anchorage,AK,99577,61.3467503,-149.5424284
2837,CALLAWAY DISTRICT HOSPITAL,N,2169 Barre Road,Hubbardston,MA,01452,42.358773,-72.14296100000001
2838,PENOBSCOT BAY MEDICAL CENTER,J,1841 Logan Street,Anchorage,AK,99508,61.20354099999999,-149.833058
2839,WHITE COUNTY MEDICAL CENTER,X,3436 Lexington Road,Montgomery,AL,36111,32.342856,-86.298278
2840,AURORA WEST ALLIS MEDICAL CENTER,T,5412 East 22nd Avenue,Anchorage,AK,99508,61.20040100000001,-149.77991
2841,SOUTHWEST HEALTHCARE SERVICES,D,2313 Mansfield Avenue,Del City,OK,73115,35.4413434,-97.4554773
2842,CONWAY MEDICAL CENTER,I,218 Saint Antons Way,Arnold,MD,21012,39.061385,-76.51199
2843,UNION HOSPITAL,R,6925 Lariat Lane,Castro Valley,CA,94552,37.7157257,-122.0270913
2844,GROSSMONT HOSPITAL,N,788 Williamson Road,Montgomery,AL,36109,32.396071,-86.22619399999999
2845,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,Y,439 Crestmont Drive,Oakland,CA,94619,37.799782,-122.178871
2846,UNION COUNTY HOSPITAL,V,7230 Montagne Circle,Anchorage,AK,99507,61.155155,-149.71361
2847,GEORGE WASHINGTON UNIV HOSPITAL,Z,1213 Michigan Avenue,Lynn Haven,FL,32444,30.239862,-85.6460929
2848,BURGESS HEALTH CENTER,V,8423 Pioneer Drive,Severn,MD,21144,39.117099,-76.707649
2849,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,Y,811 River Dell Drive,Louisville,KY,40206,38.2689424,-85.69927659999999
2850,EXETER HOSPITAL INC,E,320 Union Station Way,Calera,AL,35040,33.1518913,-86.7783716
2851,BAYLOR MEDICAL CENTER AT TROPHY CLUB,I,8505 Waters Avenue,Savannah,GA,31406,31.9901877,-81.1070672
2852,MERCY FITZGERALD HOSPITAL,L,1208 Lindenwood Drive,Panama City,FL,32405,30.187016,-85.681247
2853,BON SECOURS - ST FRANCIS MEDICAL CENTER,B,208 Southeast 19th Street,Oklahoma City,OK,73129,35.445591,-97.508117
2854,CARROLL COUNTY MEMORIAL HOSPITAL,Z,1805 Meade Village Circle,Severn,MD,21144,39.1249334,-76.7072445
2855,UNIVERSITY HOSPITALS OF CLEVELAND,H,4375 West Missouri Avenue,Glendale,AZ,85301,33.516522,-112.1549397
2856,VANDERBILT UNIVERSITY HOSPITAL,W,247 Summit Street,Manchester,CT,06042,41.7853084,-72.5197057
2857,ENLOE MEDICAL CENTER,I,14347 Corvallis Street,San Leandro,CA,94579,37.7017199,-122.1576841
2858,BAKERSFIELD MEMORIAL HOSPITAL,P,2325 Eastridge Circle,Moore,OK,73160,35.358778,-97.4688594
2859,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,Y,1061 Sumatra Street,Hayward,CA,94544,37.628092,-122.072806
2860,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,U,312 Shepherd Hills Drive,Nashville,TN,37115,36.29248,-86.691462
2861,BOULDER CITY HOSPITAL,L,329 Mill Road,Montpelier,VT,05602,44.3087336,-72.5759152
2862,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,R,90 Peabody Street,Nashville,TN,37210,36.15831,-86.770265
2863,"SAINT FRANCIS HOSPITAL, INC",P,38676 Greenwich Circle,Fremont,CA,94536,37.562256,-121.976451
2864,SETON MEDICAL CENTER WILLIAMSON,U,53 Greenwood Avenue,Wakefield,MA,01880,42.48164450000001,-71.0631016
2865,SAN LUKE'S MEMORIAL HOSPITAL INC,U,6041 North 72nd Lane,Glendale,AZ,85303,33.525117,-112.215039
2866,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,D,12245 West 71st Place,Arvada,CO,80004,39.8267078,-105.1366798
2867,FAIRBANKS MEMORIAL HOSPITAL,Z,1126 Oates Street Northeast,Washington,DC,20002,38.90606,-76.9891839
2868,SWEDISH ISSAQUAH,A,63 Dorchester Street,Worcester,MA,01604,42.25189,-71.793182
2869,HILLSDALE COMMUNITY HEALTH CENTER,M,6391 West 60th Avenue,Arvada,CO,80003,39.8060295,-105.0667699
2870,YUKON KUSKOKWIM DELTA REG HOSPITAL,P,7237 Wild Currant Way,Oakland,CA,94611,37.8387892,-122.1996064
2871,LEGACY MOUNT HOOD MEDICAL CENTER,J,243 New State Road,Manchester,CT,06042,41.7852763,-72.5551792
2872,PUNXSUTAWNEY AREA HOSPITAL,H,4960 Paddock Club Drive,Montgomery,AL,36116,32.3193739,-86.213038
2873,CHARLEVOIX AREA HOSPITAL,N,208 Towne Lake Way,Pooler,GA,31322,32.137605,-81.25850600000001
2874,WELLMONT HANCOCK COUNTY HOSPITAL,S,10 Tel Road,Woodford,VT,05201,42.875084,-73.178307
2875,ELECTRA MEMORIAL HOSPITAL,Y,6206 Waters Avenue,Savannah,GA,31406,32.0131058,-81.0973379
2876,POTOMAC VALLEY HOSPITAL,P,2815 Saint Edwards Drive,Nashville,TN,37211,36.112224,-86.738739
2877,"DOCTORS' CENTER HOSPITAL, INC",W,3613 East 18th Avenue,Anchorage,AK,99508,61.20485339999999,-149.8135521
2878,TOUCHETTE REGIONAL HOSPITAL INC,A,2224 East Tall Oaks Drive,Fayetteville,AR,72703,36.093328,-94.128591
2879,FLAMBEAU HSPTL,P,7509 Linda Lane,Panama City,FL,32404,30.140681,-85.563592
2880,MARSHALL MEDICAL CENTER SOUTH,J,204 North Holt Street,Montgomery,AL,36104,32.3759869,-86.3206649
2881,BON SECOURS MARYVIEW MEDICAL CENTER,L,39 Cottage Street,Athol,MA,01331,42.5926786,-72.2271482
2882,SANFORD CHAMBERLAIN MEDICAL CENTER,H,7301 Northwest 113th Terrace,Oklahoma City,OK,73162,35.585617,-97.6430479
2883,JACKSON PARISH HOSPITAL,Y,123 Villa View Court,Brentwood,TN,37027,36.0355599,-86.7806023
2884,CRAIG GENERAL HOSPITAL,G,2522 South College Drive,Fayetteville,AR,72701,36.036231,-94.15833099999999
2885,MEDICAL CENTER AT ELIZABETH PLACE,Z,10 Dalry Lane,Savannah,GA,31419,31.941447,-81.160151
2886,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,N,164 Tensaw Road,Montgomery,AL,36117,32.384424,-86.145425
2887,AUGUSTA HEALTH,G,18827 Fish Hatchery Road,Anchorage,AK,99577,61.34890099999999,-149.53132
2888,RUTHERFORD HOSPITAL INC,E,8213 Northwest 65th Place,Oklahoma City,OK,73132,35.539071,-97.66036600000001
2889,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,I,1992 West Street,Brookfield,VT,05036,44.03152499999999,-72.62063599999999
2890,MARSHALL COUNTY HOSPITAL,P,814 Keswick Boulevard,Louisville,KY,40217,38.218157,-85.74302399999999
2891,WESTFIELD HOSPITAL,Q,112 Mallard Drive,Savannah,GA,31419,31.970414,-81.22593499999999
2892,COVINGTON COUNTY HOSPITAL CAH,N,16 Pine Hill Street,Manchester,CT,06042,41.791086,-72.52382
2893,KISHWAUKEE COMMUNITY HOSPITAL,P,1825 Woodland Farms Court,Nashville,TN,37138,36.228175,-86.59472699999999
2894,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,S,270 Chrissy's Court,,VT,05443,44.1710043,-73.1065617
2895,SUTTER LAKESIDE HOSPITAL,F,261 East Old Hickory Boulevard,Nashville,TN,37115,36.263073,-86.708197
2896,ASPEN VALLEY HOSPITAL,K,7730 Wilkinson Road,Nashville,TN,37080,36.355341,-86.85562399999999
2897,BLUFFTON REGIONAL MEDICAL CENTER,R,6816 West 84th Circle,Arvada,CO,80003,39.848863,-105.0735009
2898,ATLANTIC GENERAL HOSPITAL,Z,207 High Street,Manchester,CT,06040,41.7691673,-72.5390458
2899,MONONGAHELA VALLEY HOSPITAL,N,115 Colemont Court,Nashville,TN,37013,36.0603,-86.698751
2900,INOVA FAIR OAKS HOSPITAL,D,270 Tampa Drive,Nashville,TN,37211,36.0834724,-86.71200139999999
2901,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,T,7102 North 43rd Avenue,Glendale,AZ,85301,33.5415384,-112.1514119
2902,UNIONTOWN HOSPITAL,Z,1828 East Parkshore Drive,Fayetteville,AR,72703,36.1221011,-94.1343385
2903,PRATTVILLE BAPTIST HOSPITAL,J,7034 West John Garrison Road,Fayetteville,AR,72704,36.107097,-94.2619139
2904,TERREBONNE GENERAL MEDICAL CENTER,G,6013 Cherry Hill Road,Montgomery,AL,36116,32.3074583,-86.22554389999999
2905,GLENWOOD REGIONAL MEDICAL CENTER,Z,115 Waddell Road,Manchester,CT,06040,41.7660221,-72.5477647
2906,WEST HOLT MEMORIAL HOSPITAL,L,43949 South Moray Street,Fremont,CA,94539,37.5192549,-121.926948
2907,DAYTON VA MEDICAL CENTER,K,707 Pinkston Street,Montgomery,AL,36109,32.3947337,-86.2236621
2908,ELBERT MEMORIAL HOSPITAL,N,24147 Clinton Court,Hayward,CA,94545,37.648857,-122.112388
2909,ST CLARE'S HOSPITAL OF WESTON INC,X,25800 Industrial Boulevard,Hayward,CA,94545,37.6368362,-122.1119208
2910,ARROYO GRANDE COMMUNITY HOSPITAL,K,21 Soling Avenue,Savannah,GA,31419,32.0376484,-81.2540562
2911,ST JUDE MEDICAL CENTER,X,2115 Longest Avenue,Louisville,KY,40204,38.2366023,-85.7136791
