id,name,speciality,address,city,state,zip,lat,lng
646,AVERA SACRED HEART HOSPITAL,R,5856 Parfet Court,Arvada,CO,80004,39.80326,-105.121486
647,"MEMORIAL HOSPITAL, THE",O,25793 Durrwood Court,Castro Valley,CA,94552,37.6788246,-122.0341169
648,MEMORIAL HERMANN SUGAR LAND HOSPITAL,P,21 Soling Avenue,Savannah,GA,31419,32.0376484,-81.2540562
649,SSM ST JOSEPH HOSPITAL WEST,T,1642 Fendall Court,Crofton,MD,21114,39.0152744,-76.6751351
650,ST JOSEPH'S HOSPITAL,P,3147 West Old Farmington Road,Fayetteville,AR,72704,36.0531475,-94.2055113
651,SITKA COMMUNITY HOSPITAL,Z,7106 Bear Creek Drive,Saint Matthews,KY,40207,38.2438929,-85.6251973
652,KERN MEDICAL CENTER,P,2008 Ashton Avenue,Nashville,TN,37218,36.194946,-86.835812
653,"MOUNTAIN VISTA MEDICAL CENTER, LP",F,9119 Whispering Willow Way,Tampa,FL,33614,28.0363871,-82.5203646
654,ST ANTHONYS MEMORIAL HOSPITAL,T,74 Bradford Road,Watertown,MA,02472,42.3764483,-71.17979
655,DAVIS REGIONAL MEDICAL CENTER,B,410 Fairlea Drive,Edgewater,MD,21037,38.940422,-76.54894
656,GRACE HOSPITAL INC,K,2905 Stonebridge Court,Norman,OK,73071,35.183319,-97.40210499999999
657,FRANCISCAN ST MARGARET HEALTH - DYER,R,8521 Crystal Street,Anchorage,AK,99502,61.143426,-149.94665
658,ST HELENA HOSPITAL,A,3147 West Old Farmington Road,Fayetteville,AR,72704,36.0531475,-94.2055113
659,SABINE MEDICAL CENTER,H,6100 Bullard Drive,Oakland,CA,94611,37.829801,-122.216252
660,HUTCHINSON AREA HEALTH CARE,F,4 Old Colony Way,Yarmouth,MA,02664,41.697168,-70.189992
661,CRITTENDEN MEMORIAL HOSPITAL,C,275 Henry Street,Manchester,CT,06042,41.78936590000001,-72.5106079
662,GLACIAL RIDGE HOSPITAL,O,1433 Bretton View Road,Annapolis,MD,21409,39.026117,-76.471535
663,FREDERICK MEMORIAL HOSPITAL,Q,4807 North Grove Avenue,Warr Acres,OK,73122,35.5203601,-97.6147122
664,CACHE VALLEY SPECIALITY HOSPITAL,E,1110 Okie Street Northeast,Washington,DC,20002,38.9130038,-76.9892871
665,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,N,178 Connecticut River Road,,VT,05156,43.2644765,-72.42352860000001
666,TYRONE HOSPITAL,G,1930 Churchview Court,Millersville,MD,21108,39.0455029,-76.654788
667,WILLIAM BEAUMONT HOSPITAL,R,6606 North 52nd Drive,Glendale,AZ,85301,33.5335158,-112.171628
668,ARIZONA REGIONAL MEDICAL CENTER,Z,2400 Merry Street,Nashville,TN,37208,36.159658,-86.81209799999999
669,NATCHEZ REGIONAL MEDICAL CENTER,X,5628 West Tonopah Drive,Glendale,AZ,85308,33.6710947,-112.1810955
670,FRANCISCAN ST MARGARET HEALTH - DYER,V,6932 West Montebello Avenue,Glendale,AZ,85303,33.5202714,-112.2088875
671,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,Q,7 Cloutman Street,Salem,MA,01970,42.506718,-70.90101899999999
672,PARKVIEW HOSPITAL,W,2732 Humboldt Avenue,Oakland,CA,94602,37.7906226,-122.2090177
673,SUTTER GENERAL HOSPITAL,Z,11515 Leemont Drive,Louisville,KY,40272,38.08660769999999,-85.8671095
674,KINGS DAUGHTERS HOSPITAL CAH,D,1761 Thousand Oaks Boulevard,Berkeley,CA,94707,37.897449,-122.28256
675,SOUTHEAST COLORADO HOSPITAL,A,1219 Carleton Street,Berkeley,CA,94702,37.8591054,-122.285823
676,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,L,275 Ridge Lane,Waltham,MA,02452,42.4058377,-71.2357804
677,MORRIS COUNTY HOSPITAL,I,16 Ambassador Drive,Manchester,CT,06042,41.7954346,-72.4981635
678,"OHIO VALLEY MEDICAL CENTER, LLC",J,18827 Fish Hatchery Road,Anchorage,AK,99577,61.34890099999999,-149.53132
679,REEDSBURG AREA MED CTR,Z,5410 McLean Drive,Elk Grove,CA,95757,38.3890938,-121.4409219
680,RIPLEY COUNTY MEMORIAL HOSPITAL,L,8219 Minor Lane,Louisville,KY,40219,38.12841,-85.7107249
681,TOPPENISH COMMUNITY HOSPITAL,K,361 Parmley Lane,Nashville,TN,37207,36.2446128,-86.8197718
682,PEACH REGIONAL MEDICAL CENTER,Q,8112 Equestrian Drive,Severn,MD,21144,39.123759,-76.664087
683,OTTO KAISER MEMORIAL HOSPITAL,K,260 Rio Del Mar Boulevard,Aptos,CA,95003,36.967915,-121.902513
684,WYTHE COUNTY COMMUNITY HOSPITAL,C,106 Camelot Drive,Plymouth,MA,02360,41.9267573,-70.6470021
685,"MILE BLUFF MEDICAL CENTER, INC",G,1160 North College Avenue,Fayetteville,AR,72703,36.0785477,-94.1566273
686,LBJ TROPICAL MEDICAL CENTER,T,5928 West Mauna Loa Lane,Glendale,AZ,85306,33.6204899,-112.18702
687,REGIONS HOSPITAL,S,202 Deer Run Trail,Manchester,CT,06042,41.805134,-72.476238
688,COMANCHE COUNTY MEMORIAL HOSPITAL,U,14 Linden Street,Manchester,CT,06040,41.7745222,-72.5234493
689,LOMPOC VALLEY MEDICAL CENTER,H,2130 Loren Circle,Fayetteville,AR,72701,36.071889,-94.191613
690,LISBON AREA HEALTH SERVICES,U,716 Waller Road,Brentwood,TN,37027,35.998892,-86.696529
691,CAVERNA MEMORIAL HOSPITAL,E,17 Stratfield Avenue,Westfield,MA,01085,42.1291269,-72.7652119
692,VA ROSEBURG HEALTHCARE SYSTEM,I,7321 East Chester Heights Circle,Anchorage,AK,99504,61.1960869,-149.7438356
693,SIERRA VISTA HOSPITAL,M,14854 Bay View Circle,Panama City Beach,FL,32413,30.2931681,-85.8580899
694,GRANDVIEW HOSPITAL & MEDICAL CENTER,U,2713 Mitscher Road,Washington,DC,20373,38.85952229999999,-77.00599009999999
695,NOVATO COMMUNITY HOSPITAL,R,4035 East 8th Street,Panama City,FL,32404,30.164226,-85.603905
696,ASPIRUS GRAND VIEW HOSPITAL,Z,2034 Fairfax Road,Annapolis,MD,21401,38.9734343,-76.5357427
697,GOOD SAMARITAN HOSPITAL,V,5908 Sedberry Road,Nashville,TN,37205,36.1148079,-86.869148
698,LAKEWOOD RANCH MEDICAL CENTER,Q,8 Village Circle,Randolph,VT,05060,43.927687,-72.65563
699,SAINT JOHN'S HEALTH CENTER,A,396 Berkshire Drive,Riva,MD,21140,38.94797,-76.5827259
700,GREENE COUNTY HOSPITAL,C,7772 West Palmaire Avenue,Glendale,AZ,85303,33.540431,-112.227013
701,TAYLOR REGIONAL HOSPITAL,Q,1903 Bashford Manor Lane,Louisville,KY,40218,38.1977059,-85.675288
702,MEMORIAL MED CTR,B,68 Route 66,,VT,05149,43.399335,-72.727942
703,MONONGAHELA VALLEY HOSPITAL,K,2544 Worthington Way,Fayetteville,AR,72703,36.09696,-94.11189
704,GEORGE H. LANIER MEMORIAL HOSPITAL,M,12013 Blue Moon Avenue,Oklahoma City,OK,73162,35.5925518,-97.66579689999999
705,RIVER VALLEY MEDICAL CENTER,U,509 Franklin Street Northeast,Washington,DC,20017,38.9255849,-76.9990895
706,WHITE RIVER MEDICAL CENTER,O,196 Ruth Street,Farmington,AR,72730,36.045747,-94.23354599999999
707,VA ANN ARBOR HEALTHCARE SYSTEM,B,637 Britannia Drive,Vallejo,CA,94591,38.10476999999999,-122.193849
708,MORTON GENERAL HOSPITAL,A,412 Lakefront Drive,Panama City Beach,FL,32413,30.2632812,-85.9757722
709,"COMMUNITY MEMORIAL HEALTHCENTER, INC",Z,3027 Badger Drive,Pleasanton,CA,94566,37.667338,-121.849663
710,"OKLAHOMA SURGICAL HOSPITAL, LLC",Y,401 East Northern Lights Boulevard,Anchorage,AK,99503,61.19566319999999,-149.8762046
711,DOCTORS'  COMMUNITY HOSPITAL,T,1509 Hadley Avenue,Nashville,TN,37138,36.254631,-86.64751299999999
712,ANDERSON HOSPITAL,U,2169 Barre Road,Hubbardston,MA,01452,42.358773,-72.14296100000001
713,GADSDEN REGIONAL MEDICAL CENTER,J,6702 Johnny Mercer Boulevard,Savannah,GA,31410,32.0192,-80.975511
714,ANDERSON COUNTY HOSPITAL,E,2142 Colonel Way,Odenton,MD,21113,39.106239,-76.719287
715,KENNEWICK GENERAL HOSPITAL,K,23 Whitcomb Street,Springfield,VT,05156,43.2987361,-72.4880749
716,FLORIDA HOSPITAL ZEPHYRHILLS,K,6401 Green Meadow Lane,Oklahoma City,OK,73132,35.5369572,-97.66297139999999
717,PLAINS MEMORIAL HOSPITAL,E,249 Progress Drive,Manchester,CT,06042,41.802592,-72.500021
718,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,F,125 Connors Street,Gardner,MA,01440,42.5738871,-71.9966865
719,LOUISVILLE VA MEDICAL CENTER,K,3101 Penland Parkway,Anchorage,AK,99508,61.2155079,-149.8229335
720,STANFORD HOSPITAL,Z,8318 North 57th Drive,Glendale,AZ,85302,33.557537,-112.183238
721,FIELD MEMORIAL COMMUNITY HOSPITAL,E,475 Maple Street,Holyoke,MA,01040,42.1995008,-72.61671040000002
722,ST THOMAS HOSPITAL,U,25 Wendys Way,Harwich,MA,02645,41.698893,-70.07624
723,MCCONE COUNTY HEALTH CENTER,M,121 Mills Run Drive,Savannah,GA,31405,32.0362719,-81.152275
724,BRYANLGH MEDICAL CENTER,E,435 Porter Lake Drive,Springfield,MA,01106,42.0712181,-72.5562459
725,TAYLORVILLE MEMORIAL HOSPITAL,F,3179 18th Street Northwest,Washington,DC,20010,38.9312712,-77.0412983
726,KETTERING MEDICAL CENTER - SYCAMORE,Q,1420 Turtleback Trail,Panama City,FL,32413,30.281084,-85.9677169
727,WOMAN'S CHRISTIAN ASSOCIATION,M,309 Glenwood Avenue,Glen Burnie,MD,21061,39.192539,-76.61878519999999
728,GASTON MEMORIAL HOSPITAL,W,7609 Doris Place,Oklahoma City,OK,73162,35.5759649,-97.64877299999999
729,PALESTINE REGIONAL MEDICAL CENTER,W,6990 Pierson Street,Arvada,CO,80004,39.824425,-105.122103
730,MEDICAL CENTER OF CENTRAL GEORGIA,F,1983 Reidsville Street,Annapolis,MD,21401,38.9817243,-76.5313745
731,ALAMANCE REGIONAL MEDICAL CENTER,P,570 Broadway,Lynnfield,MA,01940,42.517525,-71.00125799999999
732,PASCO REGIONAL MEDICAL CENTER,L,3617 Menlo Court,Montgomery,AL,36116,32.307397,-86.26001099999999
733,EDWARD HOSPITAL,Y,35 Keach Avenue,Worcester,MA,01607,42.2269409,-71.801441
734,STAMFORD HOSPITAL,X,3414 Vance Lane,Montgomery,AL,36109,32.361068,-86.255528
735,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,T,6016 Northwest 27th Street,Oklahoma City,OK,73127,35.497661,-97.62427079999999
736,CENTENNIAL MEDICAL CENTER,L,19237 North 69th Avenue,Glendale,AZ,85308,33.660244,-112.208048
737,EASTLAND MEMORIAL HOSPITAL,Z,210 Long Hill Court,Pasadena,MD,21122,39.127229,-76.572811
738,CRAIG GENERAL HOSPITAL,X,1169 East Hopkins Avenue,Aspen,CO,81611,39.1878728,-106.8107521
739,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,B,1500 South Division Street,Guthrie,OK,73044,35.8626829,-97.425072
740,NEW LONDON FAMILY MED CTR,Y,1544 Kenilworth Avenue Northeast,Washington,DC,20019,38.9109476,-76.9349666
741,REGIONAL MEDICAL CENTER,K,6578 Marauder Drive,Nashville,TN,37209,36.142929,-86.885521
742,BOULDER COMMUNITY HOSPITAL,D,1223 Delaware Avenue,Deale,MD,20733,38.799962,-76.51803699999999
743,NEWTON MEDICAL CENTER,X,6424 Simms Street,Arvada,CO,80004,39.8133443,-105.1283237
744,CAPE REGIONAL MEDICAL CENTER INC,W,4052 Brandywine Pointe Boulevard,Nashville,TN,37138,36.234415,-86.605311
745,MAYO CLINIC HEALTH SYSTEM - ST JAMES,B,3 Emery Hill Drive,Dummerston,VT,05301,42.957065,-72.587507
746,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,Z,7431 Gilbert Road,Panama City,FL,32404,30.2797619,-85.52385749999999
747,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,E,208 Waterford Drive,Lynn Haven,FL,32444,30.236457,-85.6050039
748,MEMORIAL HOSPITAL LOS BANOS,R,122 40th Avenue North,Nashville,TN,37209,36.142438,-86.832419
749,WEST BOCA MEDICAL CENTER,U,4511 43rd Place Northwest,Washington,DC,20016,38.948523,-77.084721
750,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,G,7911 Deronia Avenue,Louisville,KY,40222,38.252696,-85.60421099999999
751,ALBANY MEDICAL CENTER HOSPITAL,S,20 Garfield Street,Needham,MA,02492,42.2748459,-71.236059
752,RED BAY HOSPITAL,R,20930 Todd Valley Road,Foresthill,CA,95631,38.989466,-120.883108
753,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,A,308 School Avenue,Panama City,FL,32401,30.1532567,-85.616468
754,ST BERNARDINE MEDICAL CENTER,R,4250 North Valley Lake Drive,Fayetteville,AR,72703,36.1279064,-94.12180719999999
755,PAUL OLIVER MEMORIAL HOSPITAL,F,3426 Broadview Street,Montgomery,AL,36110,32.410407,-86.280954
756,PATTIE A CLAY REGIONAL MEDICAL CENTER,N,151 Main Street,Savannah,GA,31408,32.113199,-81.148934
757,OCONEE REGIONAL MEDICAL CENTER,G,918 Cheryl Ann Circle,Hayward,CA,94544,37.635859,-122.076923
758,WESTLAKE COMMUNITY HOSPITAL,D,39 Tania Drive,Manchester,CT,06040,41.763112,-72.4810849
759,"INTEGRIS HEALTH EDMOND, INC",J,1358 Scenic Avenue,Berkeley,CA,94708,37.8830528,-122.2632462
760,CENTRAL BAPTIST HOSPITAL,O,429 Patterson Street,Nashville,TN,37211,36.102655,-86.744186
761,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,Y,409 Snook Lane,Panama City Beach,FL,32408,30.14119699999999,-85.745166
762,CHRIST HOSPITAL,G,619 Colusa Avenue,Berkeley,CA,94707,37.896256,-122.284523
763,EVENDALE MEDICAL CENTER,T,1160 North College Avenue,Fayetteville,AR,72703,36.0785477,-94.1566273
764,AVERA ST ANTHONY'S HOSPITAL,C,3373 Runnymede Place Northwest,Washington,DC,20015,38.970694,-77.07053119999999
765,FORSYTH MEMORIAL HOSPITAL,Q,904 Shepherd Street Northwest,Washington,DC,20011,38.9396331,-77.0252273
766,PHYSICIANS MEDICAL CENTER OF SANTA FE,E,1417 Stoneykirk Road,Pelham,AL,35124,33.26972,-86.756497
767,ST LUKE'S PATIENTS MEDICAL CENTER,J,26334 Adrian Avenue,Hayward,CA,94545,37.636421,-122.102691
768,MARSHALL BROWNING HOSPITAL,T,996 Ed Noble Parkway,Norman,OK,73072,35.206422,-97.4821307
769,HUNTINGTON HOSPITAL,W,2732 North Ashbrook Drive,Fayetteville,AR,72703,36.100738,-94.12509399999999
770,DAVIS HOSPITAL AND MEDICAL CENTER,U,103 Chevis Road,Savannah,GA,31419,31.996086,-81.259314
771,MADISON ST JOSEPH HEALTH CENTER,C,3215 Madsen Street,Hayward,CA,94541,37.6618825,-122.0904612
772,BLANCHARD VALLEY HOSPITAL,S,714 Venetian Way,Panama City,FL,32405,30.221203,-85.67021000000001
773,ST LUKES HOSPITAL,B,107 West Canton Circle,Springfield,MA,01104,42.144682,-72.57098599999999
774,"MAYO CLINIC HEALTH SYSTEM - NORTHLAND, INC",Z,6911 Steven Road,Panama City,FL,32404,30.273937,-85.53093799999999
775,SURGICAL INSTITUTE OF READING,I,2740 Collie Hill Way,Anchorage,AK,99504,61.19547499999999,-149.774592
776,ST BERNARDS MEDICAL CTR,K,Biloxi Crossing,Fayetteville,AR,72701,36.0594547,-94.1949994
777,WILLIAM N WISHARD MEMORIAL HOSPITAL,I,239 Eastern Avenue,Fayetteville,AR,72701,36.0605438,-94.18373079999999
778,VALLEY WEST COMMUNITY HOSPITAL,E,756 Neponset Street,Norwood,MA,02062,42.180591,-71.18029500000002
779,MOUNT GRANT GENERAL HOSPITAL,T,314 Cherrywood Drive,Moore,OK,73160,35.3579247,-97.48927780000001
780,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,A,7802 North Alsup Road,Litchfield Park,AZ,85340,33.549289,-112.402729
781,CASTLEVIEW HOSPITAL,C,188 Saint Matthews Avenue,Louisville,KY,40207,38.2577576,-85.6546706
782,CYPRESS POINTE SURGICAL HOSPITAL,W,8001 West 71st Avenue,Arvada,CO,80004,39.8262775,-105.0850228
783,MAURY REGIONAL HOSPITAL,W,159 Downey Drive,Manchester,CT,06040,41.7800126,-72.5754309
784,AVERA GREGORY HOSPITAL,N,1208 Elkader Court North,Nashville,TN,37013,36.080049,-86.60116099999999
785,CYPRESS FAIRBANKS MEDICAL CENTER,C,53 Philip Road,Manchester,CT,06040,41.76553,-72.5116989
786,MAGNOLIA REGIONAL HEALTH CENTER,L,14525 South Brent Drive,Oklahoma City,OK,73170,35.3226609,-97.51312899999999
787,ELMORE COMMUNITY HOSPITAL,B,1245 Southwest 31st Street,Oklahoma City,OK,73109,35.4336277,-97.5388728
788,COMMUNITY MEDICAL CENTER INC,H,16031 West 63rd Lane,Arvada,CO,80403,39.8117723,-105.1804962
789,WARREN MEMORIAL HOSPITAL,Z,1537 Northwest 123rd Street,Oklahoma City,OK,73120,35.5961896,-97.53951699999999
790,METHODIST DALLAS MEDICAL CENTER,C,2309 Stearns Hill Road,Waltham,MA,02451,42.4088913,-71.2375565
791,"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",G,81 Lyness Street,Manchester,CT,06040,41.76787789999999,-72.5443361
792,MARIETTA MEMORIAL HOSPITAL,D,1205 Southwest 128th Street,Oklahoma City,OK,73170,35.3403832,-97.5372799
793,MEMORIAL HOSPITAL,I,6412 Lenawee Street,Panama City,FL,32404,30.140945,-85.5790169
794,MERCY HOSPITAL JOPLIN,J,2306 Edinburgh Drive,Montgomery,AL,36116,32.331505,-86.205168
795,RED BAY HOSPITAL,V,1256 Talbert Street Southeast,Washington,DC,20020,38.8617636,-76.99095559999999
796,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,N,44 Elm Street,East Longmeadow,MA,01028,42.0675591,-72.5119753
797,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,N,1433 Bretton View Road,Annapolis,MD,21409,39.026117,-76.471535
798,MERCY MEDICAL CENTER,E,7027 West Phelps Road,Peoria,AZ,85382,33.635541,-112.209889
799,EVANSTON REGIONAL HOSPITAL,T,2307 East 72nd Avenue,Anchorage,AK,99507,61.155804,-149.8395899
800,CUMBERLAND COUNTY HOSPITAL,A,616 Bush Hill Road,Manchester,CT,06040,41.740675,-72.542441
801,VALLEY VIEW REGIONAL HOSPITAL,B,1002 Cedar Ridge Court,Annapolis,MD,21403,38.958121,-76.492963
802,ST ANTHONY SUMMIT MEDICAL CENTER,C,1729 Frankford Street Southeast,Washington,DC,20020,38.855963,-76.979539
803,HAYES GREEN BEACH MEMORIAL HOSPITAL,M,301 Willow Way,Lynn Haven,FL,32444,30.23619,-85.605386
804,VA NEW MEXICO HEALTHCARE SYSTEM,X,5 Little Deer Road,Groton,VT,05046,44.287112,-72.274204
805,MCKAY DEE HOSPITAL CENTER,C,147 Willow Ridge Lane,Indian Springs Village,AL,35124,33.3575779,-86.76141199999999
806,"SAYRE MEMORIAL HOSPITAL, INC",J,5458 Zephyr Court,Arvada,CO,80002,39.796439,-105.0852888
807,SAINT JOHN'S HEALTH SYSTEM,G,2400 Merry Street,Nashville,TN,37208,36.159658,-86.81209799999999
808,HOSPITAL MENONITA DE CAYEY,B,30 Windermere Drive,Agawam,MA,01030,42.0700018,-72.65142159999999
809,EMERSON HOSPITAL,R,6 Oak Street,Town of Rockingham,VT,05101,43.134108,-72.449474
810,ELMORE COMMUNITY HOSPITAL,X,223 Main Street,Nashville,TN,37213,36.171421,-86.770258
811,MASONIC HOME AND HOSPITAL,Y,63 Wild Thistle Lane,Savannah,GA,31406,32.003593,-81.02607300000001
812,ST LUKE'S HOSPITAL,S,3219 Lakeshore Drive,Nashville,TN,37138,36.242959,-86.625265
813,HENDRICKS COMMUNITY HOSPITAL,D,537 East Waldburg Street,Savannah,GA,31401,32.0638156,-81.09003910000001
814,MAYO CLINIC HOSPITAL,S,5113 Southeast 51st Street,Oklahoma City,OK,73135,35.4141774,-97.42992919999999
815,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,T,402 Carlton Place,Goodlettsville,TN,37072,36.337076,-86.726753
816,QUEENS HOSPITAL CENTER,D,1504 East 55th Street,Savannah,GA,31404,32.0372442,-81.0812656
817,VALDESE GENERAL HOSPITAL INC,N,1114 Barley Drive,Montgomery,AL,36111,32.329514,-86.284313
818,NACOGDOCHES MEDICAL CENTER,H,4809 Trappers Ridge,Nashville,TN,37013,36.071804,-86.668499
819,WILLIAM BEAUMONT HOSPITAL-TROY,V,3311 Wiley Post Loop,Anchorage,AK,99517,61.18686499999999,-149.946288
820,ST LUKES EPISCOPAL HOSPITAL,D,205 Homestead Street,Manchester,CT,06042,41.7890898,-72.5312538
821,PROVIDENCE MILWAUKIE HOSPITAL,V,1602 East 14th Court,Lynn Haven,FL,32444,30.237385,-85.63112199999999
822,LANCASTER GENERAL HOSPITAL,Z,51185 Helmsman Street,Kenai,AK,99611,60.509562,-151.265293
823,MEMORIAL HERMANN TEXAS MEDICAL CENTER,L,2 Ambelwood Way,Savannah,GA,31411,31.9138389,-81.07297989999999
824,PARKWAY MEDICAL CENTER,C,262 Mitchell Street,Groton,CT,06340,41.350027,-72.07563900000001
825,INDIANA HEART HOSPITAL THE,C,38 Renwick Road,Melrose,MA,02176,42.47226209999999,-71.06667329999999
826,SOUTHWEST REGIONAL MEDICAL CENTER,C,706 Seagrove Road,Glen Burnie,MD,21060,39.163384,-76.609205
827,REDLANDS COMMUNITY HOSPITAL,S,962 South Silverado Drive,Fayetteville,AR,72701,36.052776,-94.1399945
828,TACOMA GENERAL ALLENMORE HOSPITAL,Z,732 Kevin Court,Oakland,CA,94621,37.757904,-122.206479
829,MAIN LINE HOSPITAL PAOLI,Z,90 Peabody Street,Nashville,TN,37210,36.15831,-86.770265
830,JACKSONVILLE MEDICAL CENTER,C,1632 North Lunsford Avenue,Fayetteville,AR,72701,36.0827979,-94.137607
831,SACRED HEART HSPTL,Z,514 East 38th Street,Savannah,GA,31401,32.05461200000001,-81.09438659999999
832,SEBASTICOOK VALLEY HOSPITAL (HEALTH),K,7802 North Alsup Road,Litchfield Park,AZ,85340,33.549289,-112.402729
833,TRIDENT MEDICAL CENTER,S,534 Turpin Street,Anchorage,AK,99504,61.21704200000001,-149.756583
834,MAYERS MEMORIAL HOSPITAL,Q,4418 Signal Hill Road,Louisville,KY,40207,38.27605399999999,-85.650572
835,MERCY HOSPITAL AND MEDICAL CENTER,A,1823 Dinger Road,Annapolis,MD,21402,38.9846907,-76.4705276
836,"COMMUNITY MEDICAL CENTER, INC",Z,9828 East Pueblo Avenue,Mesa,AZ,85208,33.402405,-111.618577
837,DELTA MEMORIAL HOSPITAL,M,8848 North New World Drive,Glendale,AZ,85302,33.566261,-112.168709
838,ADAIR COUNTY MEMORIAL HOSPITAL,P,402 Carlton Place,Goodlettsville,TN,37072,36.337076,-86.726753
839,GREENWICH HOSPITAL ASSOCIATION,D,217 Northeast 1st Street,Moore,OK,73160,35.3397716,-97.48326709999999
840,KAISER FOUNDATION HOSPITAL-SAN JOSE,N,2723 East Joyce Boulevard,Fayetteville,AR,72703,36.119414,-94.12229500000001
841,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,T,7703 Laird Street,Panama City,FL,32408,30.177643,-85.768343
842,ST RITA'S MEDICAL CENTER,C,9346 West 66th Place,Arvada,CO,80004,39.8178482,-105.1027059
843,MARK REED HOSPITAL & HEALTHCARE CLINIC,C,420 Cove Villa Street,Panama City Beach,FL,32407,30.1931873,-85.761876
844,VAL VERDE REGIONAL MEDICAL CENTER,V,6870 West 52nd Avenue,Arvada,CO,80002,39.7897632,-105.0732232
845,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,C,210 Beachcomber Drive,Pismo Beach,CA,93449,35.169193,-120.694434
846,ST JUDE MEDICAL CENTER,H,3321 Furman Boulevard,Louisville,KY,40220,38.2134349,-85.640439
847,UNIV OF SOUTH ALABAMA MEDICAL CENTER,T,218 Durham Park Way,Pooler,GA,31322,32.127729,-81.25452299999999
848,CRENSHAW COMMUNITY HOSPITAL,W,6988 West Blackhawk Drive,Glendale,AZ,85308,33.670212,-112.209489
849,ESSENTIA HEALTH HOLY TRINITY HOSPITAL,Q,2115 Honeysuckle Drive,Panama City,FL,32404,30.108185,-85.496292
850,COMMUNITY MEM HSPTL,T,7 Maple Hill Road,Aquinnah,MA,02535,41.33201400000001,-70.8181309
851,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,S,22618 South Figueroa Street,Carson,CA,90745,33.8206152,-118.2855662
852,FLORIDA HOSPITAL DELAND,T,4672 A Street Southeast,Washington,DC,20019,38.88839900000001,-76.934015
853,ST CATHERINE HOSPITAL INC,T,606 Lincoln Street,Savannah,GA,31401,32.067905,-81.092159
854,SPECTRUM HEALTH GERBER MEMORIAL,M,1328 Tuckerman Street Northwest,Washington,DC,20011,38.9673595,-77.03106919999999
855,CORONA REGIONAL MEDICAL CENTER,A,125 13th Street Northeast,Washington,DC,20002,38.891265,-76.988068
856,PHYSICIANS MEDICAL CENTER OF SANTA FE,Q,1841 Logan Street,Anchorage,AK,99508,61.20354099999999,-149.833058
857,UAB HIGHLANDS,I,93 Marble Hill Road,Waitsfield,VT,05673,44.181389,-72.866547
858,SPECIALISTS HOSPITAL SHREVEPORT,J,900 Dupont Road,Louisville,KY,40207,38.2348615,-85.6398973
859,ALLEN COMMUNITY HOSPITAL,N,4981 Shirley Way,Livermore,CA,94550,37.682649,-121.733308
860,ALLEN MEMORIAL HOSPITAL,Y,414 Tanya Pass,Panama City,FL,32404,30.142348,-85.55865299999999
861,PEKIN MEMORIAL HOSPITAL,T,22709 Canyon Terrace Drive,Castro Valley,CA,94552,37.688608,-122.042969
862,BAYFRONT MEDICAL CENTER INC,M,5611 Kendall Court,Arvada,CO,80002,39.7991311,-105.0667299
863,BETHESDA NORTH,U,15267 Hesperian Boulevard,San Leandro,CA,94578,37.6949779,-122.1311145
864,FLORIDA HOSPITAL CARROLLWOOD,M,1513 Cathy Street,Savannah,GA,31415,32.067416,-81.125331
865,CAMDEN GENERAL HOSPITAL,B,1718 Underwood Road,Gambrills,MD,21054,39.0032939,-76.665048
866,METROWEST MEDICAL CENTER,Y,16820 Coronado Street,Anchorage,AK,99577,61.32516339999999,-149.5681289
867,HENRY COUNTY MEMORIAL HOSPITAL,Q,634 Chautauqua Avenue,Norman,OK,73069,35.2098299,-97.450526
868,COPPER BASIN MEDICAL CENTER,K,2086 Hillside Drive,San Leandro,CA,94577,37.7238372,-122.1334006
869,NORWALK HOSPITAL ASSOCIATION,Q,4108 Kogru Place,Anchorage,AK,99577,61.257755,-149.315469
870,VA ANN ARBOR HEALTHCARE SYSTEM,K,23128 Donalda Avenue,Port Charlotte,FL,33954,27.021049,-82.070155
871,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,F,111 20th Street,Mexico Beach,FL,32456,29.94494,-85.41067799999999
872,PROVIDENCE SACRED HEART MEDICAL CENTER,R,2849 Quail Drive,Fayetteville,AR,72704,36.095294,-94.20036300000001
