name,speciality,address,city,squidward,state,zip,lat,lng,johnStamos
ST MARY MEDICAL CENTER,I,20370 California 116,Monte Rio,CA,95462,38.4677404,-123.0097631
HOMESTEAD HOSPITAL,U,56 Channing Drive,Manchester,CT,06040,41.76718959999999,-72.5616813
MERCY MEDICAL CENTER-CLINTON,N,3813 Vanguard Drive,Louisville,KY,40229,38.1084465,-85.69256969999999
JERSEY SHORE UNIVERSITY MEDICAL CENTER,C,2334 Nantucket Drive,Crofton,MD,21114,39.0298609,-76.67307600000001
FILLMORE COMMUNITY MEDICAL CENTER,Y,826 South Hancock Street,Louisville,KY,40203,38.2408519,-85.744652
WEST KENDALL BAPTIST HOSPITAL,X,1495 Snell Boulevard,Nashville,TN,37218,36.179644,-86.84018300000001
STEPHENS MEMORIAL HOSPITAL,F,3777 Mowry Avenue,Fremont,CA,94538,37.5497744,-121.9881106
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,A,103 Edgewater Road,Severna Park,MD,21146,39.058672,-76.5407029
MORTON COUNTY HOSPITAL,J,65 Clark Street,Newton,MA,02459,42.321396,-71.1995577
ELK REGIONAL HEALTH CENTER,G,17 Marina Drive,Savannah,GA,31411,31.888924,-81.05948699999999
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,Z,7 Cloutman Street,Salem,MA,01970,42.506718,-70.90101899999999
NEWTON-WELLESLEY HOSPITAL,S,8221 Surf Drive,Panama City,FL,32408,30.1630986,-85.7845665
CARILION FRANKLIN MEMORIAL HOSPITAL,U,2 Misty Marsh Drive,Savannah,GA,31419,32.045633,-81.248581
MCLAREN OAKLAND,D,10700 South Pennsylvania Avenue,Oklahoma City,OK,73170,35.3612038,-97.5465148
MILLINOCKET REGIONAL HOSPITAL,S,1644 New Jersey Avenue Northwest,Washington,DC,20001,38.91233,-77.017736
TITUS REGIONAL MEDICAL CENTER,S,1514 16th Street Southeast,Washington,DC,20020,38.8708699,-76.981956
SANFORD MAYVILLE,M,27 Church Street,Manchester,CT,06040,41.77373499999999,-72.52400999999999
MAHASKA  HEALTH PARTNERSHIP,U,1513 Southeast 9th Street,Moore,OK,73160,35.329431,-97.465397
MENNONITE GENERAL HOSPITAL INC,X,4604 West 19th Court,Panama City,FL,32405,30.184328,-85.720681
COOPERSTOWN MEDICAL CENTER,P,1514 16th Street Southeast,Washington,DC,20020,38.8708699,-76.981956
EL PASO SPECIALTY HOSPITAL,I,12 17th Place,Tybee Island,GA,31328,31.990015,-80.8495239
WASHINGTON COUNTY HOSP INC,W,12420 West Montebello Avenue,Litchfield Park,AZ,85340,33.519491,-112.32613
CLARKE COUNTY HOSPITAL,U,7645 Marshall Street,Arvada,CO,80003,39.835952,-105.070063
PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,M,5112 Southwest 124th Place,Oklahoma City,OK,73173,35.343756,-97.608513
MEMORIAL COMMUNITY HOSPITAL,K,1247 West Mount Comfort Road,Fayetteville,AR,72703,36.079552,-94.1787978
MONONGAHELA VALLEY HOSPITAL,R,332 Stafford Road,Fall River,MA,02721,41.6842325,-71.15784359999999
RIDGEVIEW MEDICAL CENTER,Q,3821 Southwest 25th Street,Oklahoma City,OK,73108,35.4400509,-97.58666900000001
SAVOY MEDICAL CENTER,Z,8409 Gullane Court,Pasadena,MD,21122,39.134241,-76.498773
PROVENA ST MARYS HOSPITAL,G,28 Wayne Avenue,Waltham,MA,02453,42.3806325,-71.2015761
EL CAMINO HOSPITAL,X,6601 West Ocotillo Road,Glendale,AZ,85301,33.53433,-112.2011246
FAYETTE COUNTY HOSPITAL,T,3311 Wiley Post Loop,Anchorage,AK,99517,61.18686499999999,-149.946288
FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,F,429 Patterson Street,Nashville,TN,37211,36.102655,-86.744186
THE NEBRASKA MEDICAL CENTER,L,1363 Dean Forest Road,Savannah,GA,31405,32.0584405,-81.2104642
GEARY COMMUNITY HOSPITAL,K,6431 Shattuck Avenue,Oakland,CA,94609,37.85015,-122.266142
VIDANT BEAUFORT HOSPITAL,D,2917 Miramar Drive,Fayetteville,AR,72704,36.107054,-94.2004709
RIVERWOOD HEALTHCARE CENTER,B,2362 Acushnet Avenue,New Bedford,MA,02745,41.6863555,-70.92476700000002
ABILENE REGIONAL MEDICAL CENTER,K,1317 Allison Street Northeast,Washington,DC,20017,38.9450474,-76.9877206
SAN FRANCISCO VA MEDICAL CENTER,Z,1117 Everett Avenue,Louisville,KY,40204,38.239723,-85.717075
LOYOLA UNIVERSITY MEDICAL CENTER,D,8716 Astrid Avenue,Louisville,KY,40228,38.120454,-85.635111
PRAIRIE DU CHIEN MEM HSPTL,W,12800 Saunders Road,Anchorage,AK,99516,61.10499799999999,-149.746856
FRANKLIN MEMORIAL HOSPITAL,T,5712 Saulsbury Street,Arvada,CO,80002,39.8006311,-105.0753746
"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",Z,5201 North Miller Avenue,Oklahoma City,OK,73112,35.523283,-97.561933
WEST FELICIANA PARISH HOSPITAL,J,1420 Turtleback Trail,Panama City,FL,32413,30.281084,-85.9677169
LEWIS AND CLARK SPECIALTY HOSPITAL,F,302 Black Sky Lane,Pasadena,MD,21122,39.1263052,-76.5827778
BROWNFIELD REGIONAL MEDICAL CENTER,A,19259 North 61st Drive,Glendale,AZ,85308,33.659422,-112.191284
PROVENA COVENANT MEDICAL CENTER- URBANA,X,1841 Logan Street,Anchorage,AK,99508,61.20354099999999,-149.833058
BIG BEND REGIONAL MEDICAL CENTER,Y,6045 Camelot Court,Montgomery,AL,36117,32.3558835,-86.20262180000002
AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,T,19404 North 77th Avenue,Glendale,AZ,85308,33.6603179,-112.223814
COLLEGE HOSPITAL COSTA MESA,S,5632 West Acoma Drive,Glendale,AZ,85306,33.617804,-112.180893
OCEAN BEACH HOSPITAL,K,529 Wesley Avenue,Nashville,TN,37207,36.206451,-86.75432599999999
IRON MOUNTAIN MI VA MEDICAL CENTER,A,324 Tulip Oak Court,Linthicum Heights,MD,21090,39.198098,-76.651314
HILO MEDICAL CENTER,O,238 Brookley Avenue Southwest,Washington,DC,20373,38.8517465,-77.0078748
HENRY COUNTY MEMORIAL HOSPITAL,G,7420 Bearfoot Circle,Anchorage,AK,99502,61.15294599999999,-149.927235
TAMPA VA MEDICAL CENTER,E,1250 Pram Place,Annapolis,MD,21403,38.941607,-76.47219299999999
TAYLORVILLE MEMORIAL HOSPITAL,Y,2617 Truffula Circle,Norman,OK,73069,35.2505473,-97.4527748
CORAL GABLES HOSPITAL,X,606 National Street,Fayetteville,AR,72701,36.0534454,-94.167263
CORDELL MEMORIAL HOSPITAL,I,1700 William E Summers III Avenue,Louisville,KY,40211,38.22952540000001,-85.82045680000002
INTEGRIS BASS BAPTIST HEALTH CENTER,F,9904 Daniel Drive,Louisville,KY,40118,38.106229,-85.7556649
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,C,1122 McDaniel Street,Sun City Center,FL,33573,27.693293,-82.37096849999999
BOTSFORD HOSPITAL,O,5 Meadow Lane,Rutland,VT,05701,43.619797,-72.983231
"RIVER HOSPITAL, INC",C,628 Ayrlie Water Road,Gibson Island,MD,21056,39.0739089,-76.4241189
TUALITY COMMUNITY HOSPITAL,R,7124 West Morrow Drive,Glendale,AZ,85308,33.6547986,-112.2129638
MAINE GENERAL MEDICAL CENTER,B,501 Holly Avenue,Pooler,GA,31322,32.120593,-81.254496
HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,H,2300 Deer Path Circle,Hurstbourne Acres,KY,40220,38.2187876,-85.59292239999999
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",K,1915 Southeast 29th Street,Oklahoma City,OK,73129,35.4360844,-97.4787061
DALE MEDICAL CENTER,T,7237 Wild Currant Way,Oakland,CA,94611,37.8387892,-122.1996064
DAUTERIVE HOSPITAL,O,6928 North 87th Lane,Glendale,AZ,85305,33.536569,-112.248376
PROVIDENCE SEWARD HOSPITAL,P,12245 West 71st Place,Arvada,CO,80004,39.8267078,-105.1366798
CAROLINAS MEDICAL CENTER/BEHAV HEALTH,Q,17 Marina Drive,Savannah,GA,31411,31.888924,-81.05948699999999
LOWELL GENERAL HOSPITAL,H,232 Maine Avenue,Panama City,FL,32401,30.1527033,-85.63207129999999
BECKLEY VA MEDICAL CENTER,Z,813 Linda Lane,Panama City Beach,FL,32407,30.200346,-85.750987
LAUREL REGIONAL MEDICAL CENTER,H,5603 Dune Creek Trail,Panama City,FL,32404,30.250925,-85.548013
CASEY COUNTY HOSPITAL,Q,12 Fletcher Lane,Shelburne,VT,05482,44.378304,-73.237381
MERCY SUBURBAN HOSPITAL,A,7000 Hugh Drive,Panama City,FL,32404,30.133951,-85.57024799999999
SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),K,565 North Lakeshore Drive,Panama City Beach,FL,32413,30.246868,-85.918511
RENOWN SOUTH MEADOWS MEDICAL CENTER,E,6216 West Bloomfield Road,Glendale,AZ,85304,33.59866,-112.192737
MERCY HOSPITAL,S,3115 Cherokee Drive,Fayetteville,AR,72701,36.085177,-94.11657
ROLLINS BROOK COMMUNITY HOSPITAL,K,1211 Rock Creek Trce,Nashville,TN,37189,36.237989,-86.800055
HAYES GREEN BEACH MEMORIAL HOSPITAL,S,420 D Street Northwest,Ardmore,OK,73401,34.1791714,-97.13180349999999
BUNKIE GENERAL HOSPITAL,Q,4 Samuel Riggs Circle,Gloucester,MA,01930,42.642578,-70.67556499999999
CIVISTA MEDICAL CENTER,D,6123 West Marlette Avenue,Glendale,AZ,85301,33.5292465,-112.1916809
MEMORIAL MED CTR,O,20228 Crabtree Street,Anchorage,AK,99567,61.403202,-149.492236
GENOA COMMUNITY HOSPITAL,F,12725 Landmark Street,Anchorage,AK,99515,61.1056052,-149.8523519
LAREDO MEDICAL CENTER,D,8293 Grayson Grove,Montgomery,AL,36117,32.3331541,-86.1546573
ST JOSEPH REGIONAL MEDICAL CENTER,F,174 Village Lake Drive,Pooler,GA,31322,32.137225,-81.261607
ST AGNES HSPTL,X,1357 Addison Street,Berkeley,CA,94702,37.8692812,-122.2846077
HENRY FORD HOSPITAL,I,31130 Meadowbrook Avenue,Hayward,CA,94544,37.61744100000001,-122.038397
ELBERT MEMORIAL HOSPITAL,M,1013 Balboa Avenue,Capitola,CA,95010,36.982036,-121.938554
BANNER DESERT MEDICAL CENTER,Q,6460 Lacrosse Lane,Glen Burnie,MD,21061,39.196587,-76.626699
SACRED HEART UNIVERSITY DISTRICT,H,3483 Canyon Creek Drive,San Jose,CA,95132,37.414296,-121.846876
LINDSAY MUNICIPAL HOSPITAL,Q,7407 North 75th Drive,Glendale,AZ,85303,33.54394670000001,-112.2209465
SHELBY REGIONAL MEDICAL CENTER,M,427 Gulf View Drive,Panama City Beach,FL,32413,30.2642309,-85.9666543
RIDDLE MEMORIAL HOSPITAL,S,10819 Bluegrass Parkway,Jeffersontown,KY,40299,38.2217085,-85.5551964
SIOUX FALLS SPECIALTY HOSPITAL,Q,6057 Griffith Avenue,Linda,CA,95901,39.1299599,-121.523663
"ROME MEMORIAL HOSPITAL, INC",D,7034 West John Garrison Road,Fayetteville,AR,72704,36.107097,-94.2619139
BAPTIST MEMORIAL HOSPITAL DESOTO,I,722 13th Street Northeast,Washington,DC,20002,38.899741,-76.98857799999999
INDIANHEAD MED CTR,O,557 West Willoughby Road,Fayetteville,AR,72701,36.019975,-94.16828199999999
LOGAN MEMORIAL HOSPITAL,N,126 Garth Road,Manchester,CT,06040,41.781515,-72.48855
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",W,241 Methuen Street,Lowell,MA,01850,42.6578963,-71.2970094
COMMUNITY MEDICAL CENTER INC,L,2708 Riverview Drive,Riva,MD,21140,38.958123,-76.595481
ST JAMES MERCY HOSPITAL,N,6262 29th Street Northwest,Washington,DC,20015,38.972038,-77.05775899999999
JACKSON PARISH HOSPITAL,M,5311 Chenoweth Park Lane,Louisville,KY,40291,38.168051,-85.571491
WALKER BAPTIST MEDICAL CENTER,L,529 Barr Hill Road,Greensboro,VT,05841,44.5936859,-72.2881687
SAINT JOHN'S HEALTH SYSTEM,A,1211 Castine Court,Pasadena,MD,21122,39.1404092,-76.5313772
MEDWEST HARRIS,P,200 Boulder Road,Manchester,CT,06040,41.7792079,-72.494963
SAINT JOSEPH HOSPITAL,C,37600 Sycamore Street,Newark,CA,94560,37.5261943,-122.0304698
EDWARD MCCREADY MEMORIAL HOSPITAL,B,632 North Pine Street,Anchorage,AK,99508,61.22930220000001,-149.7938547
CLEVELAND CLINIC HOSPITAL,I,1247 West Mount Comfort Road,Fayetteville,AR,72703,36.079552,-94.1787978
USMD HOSPITAL AT ARLINGTON L P,A,3313 Daisy Trail,Nashville,TN,37013,36.076186,-86.60113799999999
SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,P,1220 Crow Berry Circle,Anchorage,AK,99515,61.127501,-149.859694
MAYO CLINIC HEALTH SYSTEM - FAIRMONT,M,435 Benita Drive,Nashville,TN,37211,36.092208,-86.717649
CORCORAN DISTRICT HOSPITAL,X,303 Addison Drive,Glen Burnie,MD,21060,39.138572,-76.580117
WALKER BAPTIST MEDICAL CENTER,X,840 River Crest Court,Louisville,KY,40206,38.2699863,-85.7023695
SCOTTSDALE HEALTHCARE-THOMPSON PEAK HOSPITAL,V,341 Oakland Street,Manchester,CT,06042,41.805274,-72.5180772
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,G,1902 6th Street Northwest,Washington,DC,20001,38.915899,-77.02026099999999
NORTHERN LOUISIANA MEDICAL CENTER,V,682 Brighton Way,Livermore,CA,94551,37.689729,-121.791712
SCOTT COUNTY HOSPITAL,V,152 Bissell Street,Manchester,CT,06040,41.7727917,-72.5136789
MEDICAL CENTER SOUTH ARKANSAS,M,1309 Graniteville Road,Williamstown,VT,05679,44.126022,-72.5111079
"AROOSTOOK MEDICAL CENTER,THE",J,15771 West 64th Avenue,Arvada,CO,80403,39.8126444,-105.1768838
NORTHEASTERN NEVADA REGIONAL HOSPITAL,X,1433 Bretton View Road,Annapolis,MD,21409,39.026117,-76.471535
FOSTORIA COMMUNITY HOSPITAL,C,903 Burton Avenue,Louisville,KY,40208,38.2068159,-85.77314249999999
DEARBORN COUNTY HOSPITAL,O,970 Old Oak Road,Livermore,CA,94550,37.653774,-121.796632
MOUNT SINAI HOSPITAL,O,26563 Chisholm Court,Hayward,CA,94544,37.641711,-122.078659
SOUTHWESTERN VERMONT MEDICAL CENTER,N,205 Homestead Street,Manchester,CT,06042,41.7890898,-72.5312538
BIENVILLE MEDICAL CENTER,W,3040 17th Street,Boulder,CO,80304,40.0308834,-105.2748855
MARTINSBURG VA MEDICAL CENTER,F,10400 Royal Oak Road,Oakland,CA,94605,37.7587409,-122.1349653
BROMENN HEALTHCARE,Q,39 Newhall Street,Lynn,MA,01902,42.4616169,-70.93997499999999
CHILDREN'S HOSPITAL OF MICHIGAN,X,2426 East Onyx Trail,Fayetteville,AR,72701,36.065707,-94.1276125
POTTSTOWN MEMORIAL MEDICAL CENTER,L,5201 North Miller Avenue,Oklahoma City,OK,73112,35.523283,-97.561933
RIVERVIEW MEDICAL CENTER,P,1 North School Avenue,Fayetteville,AR,72701,36.0632351,-94.1649619
MARION GENERAL HOSPITAL,I,10277 West 52nd Place,Wheat Ridge,CO,80033,39.791729,-105.112499
BARNES-JEWISH WEST COUNTY HOSPITAL,Q,10340 West 62nd Place,Arvada,CO,80004,39.8101545,-105.1135667
GRAND RIVER MEDICAL CENTER,K,3504 Mount View Ridge Drive,Nashville,TN,37013,36.0678178,-86.596313
PENINSULA MEDICAL CENTER,N,69 Washington Street,Manchester,CT,06042,41.78712489999999,-72.52083069999999
FLORIDA HOSPITAL WATERMAN,D,7113 North 69th Avenue,Glendale,AZ,85303,33.540023,-112.207105
SKYLINE HOSPITAL,L,25 Wendys Way,Harwich,MA,02645,41.698893,-70.07624
TOMAH VA MEDICAL CENTER,N,2109 Puddingtons Patent Way,Gambrills,MD,21054,38.9810159,-76.656246
SOUTHAMPTON HOSPITAL,I,6657 West Rose Garden Lane,Glendale,AZ,85308,33.676018,-112.201658
JOHNSON COUNTY HEALTHCARE CENTER,S,2732 West 67th Avenue,Anchorage,AK,99502,61.1599,-149.93596
MEDICAL CENTER HOSPITAL,M,3100 Don Juan Court,Montgomery,AL,36110,32.4174654,-86.2884313
VA WEST TEXAS HEALTHCARE SYSTEM,U,1749 Haleys Hope Court,Nashville,TN,37209,36.118049,-86.92977599999999
MISSOURI BAPTIST HOSPITAL SULLIVAN,M,4409 Star Jasmine Court,Bakersfield,CA,93304,35.314966,-119.027406
STEWART WEBSTER HOSPITAL,X,4130 Legation Street Northwest,Washington,DC,20015,38.9619069,-77.08174199999999
FRANKLIN COUNTY MEMORIAL HOSPITAL,Y,1605 Remington Road,Edmond,OK,73034,35.7062389,-97.458961
VA GREATER LOS ANGELES HEALTHCARE SYSTEM,X,7435 East Tulare Avenue,Fresno,CA,93737,36.743587,-119.656145
HAMLIN MEMORIAL HOSPITAL,F,1215 Joseph Avenue,Nashville,TN,37207,36.192742,-86.77104
MEDICAL CENTER OF NEWARK LLC,W,10383 Eagle River Lane,Anchorage,AK,99577,61.31412899999999,-149.509103
KITTITAS VALLEY COMMUNITY HOSPITAL,X,2139 Glynnwood Drive,Savannah,GA,31404,32.021538,-81.06860999999999
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,R,22825 North 74th Lane,Glendale,AZ,85310,33.691213,-112.219428
CONWAY REGIONAL MEDICAL CENTER,R,1420 Turtleback Trail,Panama City,FL,32413,30.281084,-85.9677169
TRUMAN MEDICAL CENTER LAKEWOOD,G,6713 Holt Road,Nashville,TN,37211,36.013723,-86.729686
PHYSICIANS MEDICAL CENTER OF SANTA FE,Q,1217 Cottondale Road,Montgomery,AL,36109,32.3623955,-86.2506119
ST JOHN'S RIVERSIDE HOSPITAL,E,10927 West 59th Avenue,Arvada,CO,80004,39.8044745,-105.1203335
BALTIMORE WASHINGTON  MEDICAL CENTER,D,8506 West 54th Avenue,Arvada,CO,80002,39.7947797,-105.0921168
ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,V,44 Colonial Road,Manchester,CT,06042,41.7970187,-72.5055367
ST JOSEPH MEDICAL CENTER,H,3904 Martagon Circle,Anchorage,AK,99516,61.095324,-149.809293
MEDSTAR GOOD SAMARITAN HOSPITAL,C,162 Wells Street,Manchester,CT,06040,41.7659844,-72.5128548
JPS HEALTH NETWORK,X,816 West 19th Avenue,Anchorage,AK,99503,61.203221,-149.898655
OTTUMWA REGIONAL HEALTH CENTER,W,29 White Oak Drive,,VT,05465,44.473036,-73.022605
AURORA LAKELAND MED CTR,X,201 Juniper Springs Drive,Mammoth Lakes,CA,93546,37.6349837,-118.9915892
COASTAL CAROLINA HOSPITAL,O,451 East Street,Huntington,VT,05462,44.3194104,-72.9844982
WOMEN'S HOSPITAL THE,P,1819 14th Avenue,Nashville,TN,37208,36.1813209,-86.80847899999999
SWEDISH AMERICAN HOSPITAL,S,325 Autumn Street,Manchester,CT,06040,41.76518799999999,-72.504306
BENEFIS HOSPITALS INC,J,3904 October Woods Drive,Nashville,TN,37013,36.009291,-86.624016
BAYSTATE MARY LANE HOSPITAL,P,396 Hartford Road,Manchester,CT,06040,41.7641999,-72.5385225
KINGSTON HOSPITAL,L,3162 Martin Luther King Junior Boulevard,Fayetteville,AR,72704,36.05233310000001,-94.2056987
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,G,441 Merritt Avenue,Oakland,CA,94610,37.8058663,-122.2493644
NICHOLAS COUNTY HOSPITAL,T,4300 Woodley Square,Montgomery,AL,36116,32.3269015,-86.2695368
GARRISON MEMORIAL HOSPITAL,T,1770 Colony Way,Fayetteville,AR,72704,36.0867,-94.229754
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,K,105 French Run Road,Savannah,GA,31404,32.059471,-81.040477
PROVIDENCE ST JOSEPH HOSPITAL,B,4 Old Colony Way,Yarmouth,MA,02664,41.697168,-70.189992
FLETCHER ALLEN HOSPITAL OF VERMONT,S,236 Alden Road,Hayward,CA,94541,37.682588,-122.112121
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,U,4981 Shirley Way,Livermore,CA,94550,37.682649,-121.733308
FORT DEFIANCE INDIAN HOSPITAL,R,104 White Street,Manchester,CT,06042,41.7908699,-72.51885829999999
"MEDICAL CENTER, THE",O,1613 Ensenada Way,Aurora,CO,80011,39.7422815,-104.762286
INSTITUTE FOR ORTHOPEDIC SURGERY,G,93 Hamlin Street,Manchester,CT,06040,41.7735186,-72.5152106
HIALEAH HOSPITAL,U,3408 Bellisima Place,Louisville,KY,40245,38.2857023,-85.5023064
MOUNT SINAI MEDICAL CENTER,K,65 Bay Drive,Annapolis,MD,21403,38.937493,-76.45638699999999
SANFORD CANBY MEDICAL CENTER,R,6912 Sunrise Drive,Panama City,FL,32407,30.201096,-85.758567
DECATUR COUNTY MEMORIAL HOSPITAL,W,8886 West 77th Circle,Arvada,CO,80005,39.838824,-105.0971129
PEARL RIVER COUNTY HOSPITAL,C,106 Camelot Drive,Plymouth,MA,02360,41.9267573,-70.6470021
SHARE MEMORIAL HOSPITAL,Y,118 Pearl Street,Manchester,CT,06040,41.7741359,-72.5155781
OASIS HOSPITAL,O,70 Valley Road,Louisville,KY,40204,38.2308094,-85.72328019999999
CAROLINAS MEDICAL CENTER-UNION,P,525 Middle Turnpike West,Manchester,CT,06040,41.7813693,-72.549026
PHOEBE NORTH,G,102 Hayes Drive,Pooler,GA,31322,32.097552,-81.20066
ASHTABULA COUNTY MEDICAL CENTER,O,23128 Donalda Avenue,Port Charlotte,FL,33954,27.021049,-82.070155
ELIZABETHTOWN COMMUNITY HOSPITAL,I,2035 Ninth Street,Berkeley,CA,94710,37.8676351,-122.2938418
SOUTHERN SURGICAL HOSPITAL,I,108 Springer Lane,Yarmouth,MA,02673,41.6444001,-70.2373886
MCCULLOUGH-HYDE MEMORIAL HOSPITAL,N,1816 U Place Southeast,Washington,DC,20020,38.866586,-76.978285
SHANDS STARKE REGIONAL MEDICAL CENTER,M,5805 Armada Drive,Carlsbad,CA,92008,33.1238541,-117.3152497
REX HOSPITAL,O,222 Rockcrest Way,Louisville,KY,40245,38.2379634,-85.453469
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,T,4726 West Palmaire Avenue,Glendale,AZ,85301,33.5408339,-112.160857
INDIANHEAD MED CTR,L,1522 South 36th Street,Louisville,KY,40211,38.231691,-85.8144612
BOTSFORD HOSPITAL,W,5209 North Dewey Avenue,Oklahoma City,OK,73118,35.5236238,-97.5221829
UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,E,798 Airport Road,Panama City,FL,32405,30.186469,-85.67183790000001
SOUTH GEORGIA MEDICAL CENTER,U,3098 Vermont 122,Sheffield,VT,05866,44.60248439999999,-72.1149257
ARROYO GRANDE COMMUNITY HOSPITAL,Y,7300 West 74th Place,Arvada,CO,80003,39.83103699999999,-105.077096
OSF HOLY FAMILY MEDICAL CENTER,T,3394 Wilmington Road,Montgomery,AL,36105,32.344806,-86.301366
AMERICAN FORK HOSPITAL,H,65 Clark Street,Newton,MA,02459,42.321396,-71.1995577
BEDFORD MEMORIAL HOSPITAL,J,7 Rose Dhu Lane,Savannah,GA,31419,31.940738,-81.149682
KOOTENAI MEDICAL CENTER,A,8595 North 71st Avenue,Glendale,AZ,85301,33.5607109,-112.2092492
LAWRENCE GENERAL HOSPITAL,L,6620 North 61st Drive,Glendale,AZ,85301,33.533845,-112.192053
BATON ROUGE GENERAL MEDICAL CENTER,V,2170 Benton Boulevard,Pooler,GA,31322,32.174557,-81.2292499
STONEWALL JACKSON MEM HOSP,V,804 Dry Creek Road,Goodlettsville,TN,37072,36.3207809,-86.764003
GRAND VIEW HOSPITAL,U,2611 Bluefield Avenue,Nashville,TN,37214,36.16786,-86.670203
ROBINSON MEMORIAL HOSPITAL,P,302 Elberta Street,Nashville,TN,37210,36.119165,-86.745851
BRONX-LEBANON HOSPITAL CENTER,H,1700 William E Summers III Avenue,Louisville,KY,40211,38.22952540000001,-85.82045680000002
TALLAHATCHIE CRITICAL ACCESS HOSPITAL,T,5434 West Beck Lane,Glendale,AZ,85306,33.6266139,-112.176412
MINISTRY EAGLE RIVER MEM HSPTL,M,6373 West Golden Lane,Glendale,AZ,85302,33.5652702,-112.1968756
MERCY MED CTR OF OSHKOSH,J,3415 Bog Road,Belvidere,VT,05442,44.757141,-72.632584
CHRISTUS SPOHN HOSPITAL BEEVILLE,Q,1917 Whitaker Street,Savannah,GA,31401,32.0585396,-81.1009886
GREER MEMORIAL HOSPITAL,Y,3377 Sandstone Court,Pleasanton,CA,94588,37.680463,-121.860128
HAMLIN MEMORIAL HOSPITAL,J,1749 Haleys Hope Court,Nashville,TN,37209,36.118049,-86.92977599999999
CAROLINAS MEDICAL CENTER-NORTHEAST,H,8216 West Citrus Way,Glendale,AZ,85303,33.529299,-112.236591
BIRMINGHAM VA MEDICAL CENTER,Z,4231 Miramonte Way,Union City,CA,94587,37.591721,-122.075993
ST VINCENT INFIRMARY MEDICAL CENTER,G,25721 Berryhill Road,Anchorage,AK,99577,61.291218,-149.40241
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,T,4024 Northwest 16th Street,Oklahoma City,OK,73107,35.485759,-97.591189
BANNER BOSWELL MEDICAL CENTER,P,2426 East Onyx Trail,Fayetteville,AR,72701,36.065707,-94.1276125
BAPTIST MEDICAL CENTER-LEAKE,R,827 10th Street Northeast,Washington,DC,20002,38.901021,-76.992391
TYRONE HOSPITAL,A,3325 Dix Street Northeast,Washington,DC,20019,38.8945796,-76.95866029999999
ISLAND HOSPITAL,D,697 Parker Street,Manchester,CT,06042,41.80113559999999,-72.50770960000001
MOUNT NITTANY MEDICAL CENTER,Y,1744 Shoreham Drive,Montgomery,AL,36106,32.355319,-86.247883
HINSDALE HOSPITAL,P,756 Neponset Street,Norwood,MA,02062,42.180591,-71.18029500000002
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,V,11330 Elmore Road,Anchorage,AK,99516,61.117906,-149.806908
FLORIDA HOSPITAL FLAGLER,L,815 West Market Street,Louisville,KY,40202,38.2563384,-85.76448409999999
PLATEAU MEDICAL CENTER,Q,410 Fairlea Drive,Edgewater,MD,21037,38.940422,-76.54894
STAMFORD MEMORIAL HOSPITAL,O,5959 North 55th Avenue,Glendale,AZ,85301,33.522793,-112.176818
GRIFFIN HOSPITAL,M,3298 Chestnut Street Northwest,Washington,DC,20015,38.979577,-77.061088
GROVER C DILS MEDICAL CENTER,H,225 Kennedy Road,Manchester,CT,06042,41.805598,-72.495897
SPOKANE VA MEDICAL CENTER,V,519 Roxboro Place Northwest,Washington,DC,20011,38.9656982,-77.0208081
OAKDALE COMMUNITY HOSPITAL,F,4316 Dover Road,Louisville,KY,40216,38.186788,-85.833439
COLUSA REGIONAL MEDICAL CENTER,A,13005 Mills Edge Court,Louisville,KY,40272,38.090539,-85.889248
NORTHWEST SPECIALTY HOSPITAL,C,5334 West Northern Avenue,Glendale,AZ,85301,33.5535111,-112.1747068
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,N,1002 Cedar Ridge Court,Annapolis,MD,21403,38.958121,-76.492963
BARNWELL COUNTY HOSPITAL,P,2024 Merrily Drive,Montgomery,AL,36111,32.3328739,-86.28072999999999
ESSENTIA HEALTH ST MARYS,F,244 La Normandy Drive,Louisville,KY,40223,38.2477519,-85.5581574
